model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A1,2019,19995.0,Manual,2235.0,Petrol,150.0,49.6,1.0
 Q3,2016,16995.0,Semi-Auto,52496.0,Diesel,160.0,50.4,2.0
 A6,2016,18350.0,Automatic,52255.0,Diesel,30.0,61.4,2.0
 A3,2018,15590.0,Manual,19686.0,Diesel,145.0,68.9,1.6
 Q7,2016,12500.0,Semi-Auto,26705.0,Diesel,200.0,47.9,3.0
 A1,2016,12500.0,Manual,26705.0,Petrol,30.0,58.9,1.4
 A1,2018,12500.0,Manual,18120.0,Petrol,145.0,57.7,1.4
 Q3,2016,18000.0,Semi-Auto,11966.0,Petrol,145.0,47.9,1.4
 A3,2016,14500.0,Manual,34728.0,Petrol,30.0,57.6,1.4
 A3,2018,16995.0,Semi-Auto,30547.0,Diesel,145.0,70.6,1.6
 A3,2015,13795.0,Manual,72406.0,Diesel,20.0,68.9,2.0
 A6,2017,19995.0,Semi-Auto,52822.0,Diesel,145.0,64.2,2.0
 A6,2015,18990.0,Semi-Auto,70228.0,Diesel,145.0,54.3,3.0
 A3,2017,15795.0,Manual,21637.0,Diesel,20.0,67.3,2.0
 Q3,2014,12595.0,Manual,52006.0,Diesel,145.0,54.3,2.0
 Q3,2016,20495.0,Semi-Auto,28994.0,Diesel,160.0,50.4,2.0
 A6,2018,37995.0,Manual,30.0,Diesel,145.0,39.2,3.0
 Q5,2019,35995.0,Automatic,7093.0,Diesel,145.0,38.2,2.0
 Q2,2020,35495.0,Semi-Auto,1934.0,Petrol,145.0,32.5,2.0
 A4,2019,28995.0,Semi-Auto,4708.0,Diesel,145.0,49.6,2.0
 Q3,2019,38995.0,Automatic,4304.0,Diesel,145.0,37.7,2.0
 Q2,2017,19495.0,Manual,9256.0,Petrol,145.0,52.3,1.4
 Q3,2018,27995.0,Automatic,11403.0,Petrol,145.0,38.2,1.5
 A1,2019,23995.0,Semi-Auto,1952.0,Petrol,145.0,44.1,1.0
 A6,2019,41995.0,Semi-Auto,8060.0,Diesel,145.0,37.7,3.0
 A6,2018,31700.0,Semi-Auto,7415.0,Diesel,145.0,47.9,2.0
 A8,2018,42000.0,Automatic,9756.0,Petrol,145.0,37.7,3.0
 A5,2018,33500.0,Automatic,9102.0,Diesel,145.0,51.4,3.0
 Q5,2018,31000.0,Automatic,6002.0,Diesel,145.0,38.2,2.0
 Q7,2018,45000.0,Automatic,6591.0,Diesel,145.0,33.2,3.0
 Q2,2019,22495.0,Manual,1000.0,Diesel,145.0,49.6,1.6
 A3,2019,21995.0,Automatic,5450.0,Petrol,145.0,44.8,1.5
 Q2,2019,29809.0,Automatic,1000.0,Diesel,145.0,46.3,2.0
 A5,2019,31995.0,Automatic,1000.0,Petrol,145.0,40.4,2.0
 A4,2016,18000.0,Manual,23596.0,Petrol,145.0,48.7,2.0
 Q7,2018,55500.0,Automatic,11719.0,Diesel,145.0,39.2,4.0
 Q5,2019,31500.0,Automatic,3185.0,Diesel,145.0,39.2,2.0
 Q5,2019,30995.0,Automatic,8744.0,Diesel,145.0,39.2,2.0
 A6,2019,32250.0,Automatic,238.0,Diesel,145.0,47.9,2.0
 A5,2019,31695.0,Automatic,4693.0,Diesel,145.0,47.1,2.0
 Q3,2016,19000.0,Manual,28186.0,Diesel,145.0,52.3,2.0
 Q3,2016,16995.0,Semi-Auto,37000.0,Diesel,145.0,54.3,2.0
 A1,2017,14695.0,Manual,13555.0,Petrol,30.0,55.4,1.4
 Q5,2016,31495.0,Semi-Auto,31031.0,Diesel,235.0,42.2,3.0
 Q3,2016,17395.0,Manual,34500.0,Diesel,160.0,49.6,2.0
 Q5,2019,33995.0,Semi-Auto,6412.0,Diesel,145.0,39.2,2.0
 A3,2017,17500.0,Manual,14500.0,Petrol,20.0,60.1,1.4
 A1,2017,11495.0,Manual,24857.0,Diesel,0.0,76.3,1.6
 A6,2019,32494.0,Automatic,2394.0,Diesel,145.0,50.4,2.0
 Q5,2019,36202.0,Automatic,1000.0,Diesel,145.0,39.2,2.0
 Q5,2019,37395.0,Automatic,1000.0,Diesel,145.0,38.2,2.0
 A6,2019,31000.0,Automatic,1000.0,Diesel,145.0,50.4,2.0
 A8,2018,37000.0,Automatic,10296.0,Diesel,145.0,50.4,3.0
 A3,2018,20000.0,Automatic,6629.0,Petrol,145.0,42.2,1.5
 A4,2019,26495.0,Manual,6768.0,Diesel,145.0,74.3,2.0
 A4,2019,23995.0,Automatic,5363.0,Petrol,145.0,39.8,2.0
 A7,2019,42500.0,Automatic,4288.0,Diesel,145.0,38.2,3.0
 A3,2014,7898.0,Semi-Auto,88130.0,Diesel,30.0,64.2,2.0
 Q7,2017,50000.0,Automatic,17927.0,Diesel,145.0,39.2,4.0
 A5,2019,29000.0,Semi-Auto,6452.0,Petrol,145.0,40.4,2.0
 A7,2019,41495.0,Automatic,6112.0,Diesel,145.0,38.7,3.0
 A4,2019,25995.0,Semi-Auto,7447.0,Diesel,145.0,47.9,2.0
 Q5,2019,35995.0,Automatic,4326.0,Diesel,145.0,38.2,2.0
 Q7,2019,49995.0,Automatic,5558.0,Diesel,145.0,33.6,3.0
 A6,2019,31500.0,Automatic,2408.0,Diesel,145.0,50.4,2.0
 Q2,2019,23995.0,Manual,4430.0,Petrol,145.0,40.9,1.5
 Q2,2019,23374.0,Manual,1000.0,Diesel,145.0,49.6,1.6
 Q2,2019,22495.0,Manual,1000.0,Diesel,145.0,49.6,1.6
 A1,2016,11495.0,Manual,8000.0,Petrol,0.0,67.3,1.0
 A4,2017,19995.0,Semi-Auto,29885.0,Diesel,30.0,65.7,2.0
 A3,2017,17695.0,Manual,14160.0,Diesel,145.0,68.9,1.6
 A5,2019,27995.0,Semi-Auto,21480.0,Diesel,145.0,48.7,2.0
 A6,2019,46000.0,Automatic,6606.0,Diesel,145.0,36.2,3.0
 Q3,2017,23998.0,Semi-Auto,12147.0,Petrol,145.0,40.4,2.0
 A3,2017,12798.0,Manual,29998.0,Petrol,20.0,61.4,1.4
 Q3,2016,17698.0,Semi-Auto,22168.0,Petrol,145.0,47.9,1.4
 A1,2016,10998.0,Manual,24242.0,Petrol,0.0,67.3,1.0
 A3,2017,19698.0,Semi-Auto,18389.0,Petrol,145.0,57.7,1.5
 A6,2016,17298.0,Manual,31759.0,Diesel,30.0,61.4,2.0
 A4,2019,24998.0,Semi-Auto,12853.0,Petrol,145.0,38.2,2.0
 A4,2019,24998.0,Semi-Auto,13009.0,Petrol,145.0,38.2,2.0
 Q2,2019,25998.0,Semi-Auto,17.0,Diesel,145.0,46.3,2.0
 A5,2015,14998.0,Manual,32125.0,Diesel,125.0,57.6,2.0
 TT,2015,15998.0,Manual,17416.0,Diesel,20.0,67.3,2.0
 A5,2017,19498.0,Semi-Auto,27049.0,Diesel,145.0,67.3,2.0
 Q3,2014,11950.0,Manual,81877.0,Diesel,160.0,49.6,2.0
 Q3,2016,16998.0,Manual,27692.0,Petrol,145.0,49.6,1.4
 Q3,2015,13995.0,Manual,35446.0,Diesel,145.0,54.3,2.0
 A6,2015,16995.0,Semi-Auto,45000.0,Diesel,30.0,64.2,2.0
 Q2,2018,22590.0,Semi-Auto,6672.0,Diesel,145.0,57.7,2.0
 Q2,2018,20498.0,Manual,10005.0,Petrol,145.0,50.4,1.4
 A4,2019,18998.0,Manual,2069.0,Petrol,145.0,41.5,2.0
 A5,2019,25998.0,Semi-Auto,24608.0,Petrol,145.0,39.8,2.0
 A3,2017,16495.0,Manual,36031.0,Petrol,30.0,60.1,1.4
 A1,2017,13998.0,Manual,28752.0,Petrol,150.0,58.9,1.4
 A1,2014,8498.0,Manual,58601.0,Petrol,125.0,52.3,1.4
 A3,2017,19998.0,Manual,21113.0,Petrol,145.0,55.4,1.5
 Q3,2015,13998.0,Manual,66047.0,Diesel,145.0,55.4,2.0
 A6,2016,17498.0,Semi-Auto,24405.0,Diesel,20.0,64.2,2.0
 A6,2015,14995.0,Manual,43193.0,Diesel,30.0,65.7,2.0
 Q2,2017,16500.0,Manual,22379.0,Petrol,125.0,52.3,1.4
 A6,2014,18498.0,Semi-Auto,36223.0,Diesel,235.0,44.8,3.0
 TT,2016,14998.0,Manual,39293.0,Diesel,30.0,62.8,2.0
 A8,2018,33498.0,Semi-Auto,13512.0,Diesel,145.0,50.4,3.0
 A1,2015,9698.0,Manual,61194.0,Petrol,0.0,67.3,1.0
 A4,2017,14849.0,Manual,58670.0,Diesel,0.0,74.3,2.0
 A1,2016,10994.0,Manual,36951.0,Petrol,0.0,67.3,1.0
 A3,2014,10202.0,Manual,34250.0,Petrol,30.0,55.4,1.4
 A4,2016,15495.0,Manual,32811.0,Diesel,0.0,74.3,2.0
 A6,2017,22695.0,Semi-Auto,31842.0,Diesel,125.0,58.9,2.0
 A1,2016,11695.0,Manual,22373.0,Petrol,30.0,55.4,1.4
 Q3,2017,17495.0,Manual,34617.0,Diesel,30.0,60.1,2.0
 Q3,2015,14495.0,Manual,48065.0,Diesel,145.0,55.4,2.0
 A4,2017,17795.0,Semi-Auto,26752.0,Diesel,145.0,64.2,2.0
 Q2,2018,18695.0,Manual,12300.0,Petrol,145.0,52.3,1.4
 A6,2016,20000.0,Semi-Auto,24000.0,Diesel,30.0,61.4,2.0
 TT,2015,13998.0,Manual,61410.0,Diesel,30.0,62.8,2.0
 A6,2015,17498.0,Semi-Auto,57290.0,Diesel,30.0,61.4,2.0
 Q2,2017,16495.0,Manual,18045.0,Petrol,145.0,55.4,1.0
 A3,2017,15498.0,Semi-Auto,13542.0,Diesel,20.0,72.4,1.6
 Q5,2016,29998.0,Semi-Auto,38678.0,Diesel,235.0,42.2,3.0
 A5,2017,21498.0,Semi-Auto,19608.0,Diesel,145.0,62.8,2.0
 Q3,2019,29695.0,Automatic,8849.0,Diesel,145.0,47.1,2.0
 A1,2015,10995.0,Manual,13854.0,Petrol,30.0,55.4,1.4
 A1,2017,10495.0,Manual,37131.0,Petrol,0.0,67.3,1.0
 A6,2014,14998.0,Semi-Auto,60484.0,Diesel,30.0,64.2,2.0
 A5,2015,16998.0,Semi-Auto,71253.0,Diesel,160.0,49.6,3.0
 Q3,2016,18998.0,Semi-Auto,32968.0,Diesel,160.0,50.4,2.0
 A3,2015,11698.0,Manual,53372.0,Petrol,20.0,60.1,1.4
 A4,2017,14898.0,Manual,24222.0,Petrol,145.0,53.3,1.4
 A4,2015,12698.0,Manual,36081.0,Diesel,145.0,55.4,2.0
 Q3,2018,24498.0,Semi-Auto,11487.0,Petrol,145.0,42.2,2.0
 Q3,2013,11998.0,Semi-Auto,52765.0,Diesel,200.0,47.9,2.0
 A1,2019,20350.0,Manual,2065.0,Petrol,145.0,46.3,1.5
 Q2,2018,17950.0,Manual,8026.0,Petrol,145.0,47.1,1.0
 A3,2018,18300.0,Manual,31500.0,Petrol,145.0,55.4,1.5
 Q2,2019,31888.0,Semi-Auto,3481.0,Petrol,150.0,33.2,2.0
 A4,2018,18288.0,Semi-Auto,31348.0,Petrol,150.0,51.4,1.4
 A4,2016,15498.0,Manual,27370.0,Diesel,30.0,64.2,2.0
 A4,2017,22500.0,Semi-Auto,15175.0,Diesel,145.0,61.4,2.0
 Q2,2018,22988.0,Semi-Auto,11347.0,Petrol,150.0,52.3,1.4
 Q3,2017,19688.0,Manual,24387.0,Petrol,150.0,49.6,1.4
 A1,2016,13688.0,Manual,26165.0,Petrol,30.0,55.4,1.4
 Q3,2017,22988.0,Semi-Auto,14950.0,Petrol,150.0,42.2,2.0
 A6,2016,16490.0,Manual,44316.0,Diesel,30.0,64.2,2.0
 A3,2017,18488.0,Semi-Auto,35329.0,Petrol,150.0,47.9,2.0
 A7,2017,26500.0,Semi-Auto,34201.0,Diesel,145.0,52.3,3.0
 A3,2015,12450.0,Manual,21429.0,Diesel,20.0,68.9,2.0
 A3,2016,12990.0,Manual,35694.0,Petrol,20.0,60.1,1.0
 Q3,2015,16998.0,Semi-Auto,40858.0,Diesel,160.0,50.4,2.0
 A4,2016,13998.0,Manual,19285.0,Petrol,125.0,53.3,1.4
 A5,2015,17498.0,Semi-Auto,35903.0,Diesel,145.0,56.5,2.0
 Q3,2015,17498.0,Semi-Auto,40256.0,Diesel,160.0,50.4,2.0
 A3,2019,19995.0,Manual,7307.0,Diesel,145.0,51.4,1.6
 Q2,2019,22995.0,Automatic,2402.0,Diesel,145.0,47.9,1.6
 Q3,2019,29995.0,Automatic,4384.0,Petrol,145.0,38.2,1.5
 Q2,2019,28495.0,Automatic,1442.0,Petrol,145.0,40.9,1.5
 Q3,2019,30995.0,Manual,4173.0,Diesel,145.0,40.9,2.0
 A3,2019,33995.0,Semi-Auto,3243.0,Petrol,145.0,34.5,2.0
 Q2,2019,28495.0,Automatic,3381.0,Petrol,145.0,40.9,1.5
 A3,2019,23495.0,Automatic,7378.0,Diesel,145.0,52.3,1.6
 A1,2019,24495.0,Semi-Auto,4634.0,Petrol,145.0,40.9,2.0
 Q3,2019,34995.0,Automatic,7126.0,Petrol,145.0,32.1,2.0
 A1,2020,20990.0,Manual,556.0,Petrol,145.0,47.9,1.0
 Q2,2017,19850.0,Semi-Auto,9547.0,Petrol,145.0,54.3,1.4
 Q3,2020,33444.0,Semi-Auto,1904.0,Petrol,145.0,31.4,2.0
 Q3,2020,30888.0,Semi-Auto,525.0,Petrol,145.0,40.9,1.5
 A3,2020,31990.0,Semi-Auto,2165.0,Hybrid,135.0,141.3,1.4
 A1,2020,20888.0,Manual,1500.0,Petrol,145.0,47.9,1.0
 A1,2019,21490.0,Manual,1565.0,Petrol,145.0,47.9,1.0
 A4,2017,13450.0,Manual,59512.0,Diesel,145.0,74.3,2.0
 A3,2019,21488.0,Manual,6350.0,Diesel,145.0,54.3,2.0
 A3,2019,21288.0,Manual,4538.0,Diesel,145.0,51.4,1.6
 A3,2019,21288.0,Manual,6238.0,Diesel,145.0,51.4,1.6
 A3,2019,22888.0,Semi-Auto,6018.0,Petrol,145.0,40.9,2.0
 Q2,2019,28888.0,Semi-Auto,4201.0,Petrol,145.0,33.2,2.0
 A3,2019,21888.0,Manual,5150.0,Diesel,145.0,52.3,1.6
 A1,2016,10988.0,Manual,40468.0,Petrol,30.0,55.4,1.4
 Q5,2020,38888.0,Semi-Auto,1986.0,Diesel,145.0,38.2,2.0
 Q2,2020,24444.0,Manual,4265.0,Petrol,145.0,43.5,1.5
 Q3,2020,39888.0,Semi-Auto,1765.0,Petrol,145.0,31.0,2.0
 Q2,2020,33000.0,Semi-Auto,820.0,Petrol,145.0,32.5,2.0
 Q3,2020,33444.0,Semi-Auto,4846.0,Petrol,145.0,31.4,2.0
 Q3,2020,33444.0,Semi-Auto,475.0,Petrol,145.0,31.4,2.0
 Q3,2020,33444.0,Semi-Auto,425.0,Petrol,145.0,31.4,2.0
 A6,2019,37000.0,Semi-Auto,2271.0,Petrol,145.0,34.0,2.0
 Q2,2019,25444.0,Semi-Auto,4917.0,Petrol,145.0,40.9,1.5
 Q2,2019,26995.0,Semi-Auto,6070.0,Petrol,145.0,40.9,1.5
 Q2,2019,23995.0,Automatic,7945.0,Diesel,145.0,47.9,1.6
 A4,2017,18298.0,Manual,20637.0,Diesel,30.0,67.3,2.0
 A4,2015,12490.0,Manual,38041.0,Diesel,30.0,64.2,2.0
 A5,2016,16390.0,Semi-Auto,28555.0,Diesel,125.0,58.9,2.0
 Q2,2019,24888.0,Manual,3897.0,Petrol,145.0,39.2,1.5
 A3,2019,21450.0,Automatic,5793.0,Diesel,145.0,52.3,1.6
 Q3,2017,18990.0,Semi-Auto,30821.0,Petrol,200.0,42.8,2.0
 Q3,2016,15888.0,Manual,52034.0,Diesel,145.0,52.3,2.0
 A3,2018,20688.0,Semi-Auto,9135.0,Petrol,145.0,56.5,1.5
 Q7,2017,35888.0,Automatic,21728.0,Diesel,145.0,47.9,3.0
 Q2,2019,28495.0,Semi-Auto,2145.0,Diesel,145.0,46.3,2.0
 A8,2017,38995.0,Semi-Auto,6479.0,Diesel,145.0,50.4,3.0
 A3,2019,34995.0,Semi-Auto,1054.0,Petrol,145.0,34.5,2.0
 A4,2019,30995.0,Automatic,4598.0,Petrol,145.0,38.2,2.0
 A1,2019,23495.0,Manual,1041.0,Petrol,145.0,45.6,1.5
 A1,2017,15995.0,Automatic,21595.0,Petrol,145.0,58.9,1.4
 Q2,2018,19995.0,Manual,9005.0,Petrol,145.0,50.4,1.4
 Q3,2019,40995.0,Automatic,9029.0,Petrol,145.0,31.4,2.0
 Q2,2017,18950.0,Semi-Auto,25915.0,Diesel,145.0,65.7,1.6
 Q3,2017,20088.0,Manual,15454.0,Petrol,145.0,49.6,1.4
 A8,2016,26000.0,Semi-Auto,25691.0,Diesel,200.0,47.9,3.0
 RS3,2016,29888.0,Semi-Auto,29920.0,Petrol,300.0,34.9,2.5
 A1,2019,20500.0,Semi-Auto,5676.0,Petrol,145.0,47.1,1.0
 Q5,2019,36888.0,Semi-Auto,3263.0,Diesel,145.0,38.2,2.0
 A3,2016,17988.0,Semi-Auto,24406.0,Petrol,125.0,48.7,2.0
 Q5,2019,34998.0,Semi-Auto,44.0,Petrol,145.0,32.1,2.0
 A6,2015,21698.0,Semi-Auto,41109.0,Diesel,200.0,45.6,3.0
 Q3,2019,30543.0,Semi-Auto,13433.0,Petrol,145.0,31.7,2.0
 A4,2019,26588.0,Semi-Auto,5130.0,Petrol,145.0,38.7,2.0
 Q3,2019,26846.0,Manual,2362.0,Diesel,145.0,42.8,2.0
 A8,2015,19998.0,Semi-Auto,42565.0,Diesel,200.0,47.9,3.0
 A4,2017,14698.0,Manual,19637.0,Petrol,145.0,53.3,1.4
 TT,2016,17498.0,Manual,20674.0,Petrol,160.0,46.3,2.0
 A6,2015,18498.0,Semi-Auto,22540.0,Diesel,30.0,64.2,2.0
 Q3,2015,16498.0,Manual,14146.0,Diesel,125.0,60.1,2.0
 A1,2016,13498.0,Manual,21160.0,Petrol,30.0,55.4,1.4
 Q2,2019,20498.0,Semi-Auto,7779.0,Diesel,150.0,47.9,1.6
 A1,2015,9995.0,Manual,19603.0,Diesel,0.0,80.7,1.6
 A1,2015,12995.0,Manual,27275.0,Petrol,30.0,55.4,1.4
 A3,2019,19888.0,Automatic,8274.0,Petrol,145.0,45.6,1.0
 A5,2016,22750.0,Automatic,36399.0,Diesel,125.0,60.1,3.0
 Q5,2016,26990.0,Semi-Auto,46401.0,Diesel,235.0,42.8,3.0
 Q2,2018,20890.0,Manual,11088.0,Petrol,145.0,50.4,1.4
 A6,2017,19990.0,Automatic,32276.0,Diesel,145.0,61.4,2.0
 Q3,2017,20488.0,Manual,25576.0,Diesel,145.0,54.3,2.0
 A3,2018,20488.0,Manual,13069.0,Petrol,145.0,54.3,1.5
 A6,2015,15498.0,Semi-Auto,57123.0,Diesel,20.0,67.3,2.0
 A3,2016,11498.0,Manual,47205.0,Petrol,20.0,60.1,1.0
 A4,2015,14900.0,Manual,20995.0,Diesel,30.0,64.2,2.0
 A3,2016,16400.0,Manual,24102.0,Petrol,30.0,60.1,1.4
 A4,2016,13498.0,Manual,37251.0,Petrol,145.0,51.4,1.4
 A1,2016,11698.0,Manual,11578.0,Petrol,0.0,67.3,1.0
 A5,2017,22998.0,Semi-Auto,15114.0,Diesel,145.0,62.8,2.0
 A4,2017,17998.0,Manual,20083.0,Diesel,145.0,68.9,2.0
 A3,2013,10398.0,Manual,60076.0,Diesel,20.0,68.9,2.0
 A4,2016,15498.0,Manual,42783.0,Diesel,30.0,64.2,2.0
 A1,2016,12798.0,Manual,30334.0,Petrol,30.0,55.4,1.4
 Q3,2016,17998.0,Manual,22541.0,Diesel,145.0,52.3,2.0
 TT,2016,16998.0,Manual,18263.0,Diesel,30.0,62.8,2.0
 A4,2016,16498.0,Manual,37488.0,Diesel,30.0,64.2,2.0
 Q7,2014,20498.0,Semi-Auto,43209.0,Diesel,300.0,38.2,3.0
 A4,2016,15395.0,Semi-Auto,45619.0,Diesel,20.0,67.3,2.0
 A5,2017,20995.0,Manual,12313.0,Diesel,30.0,64.2,2.0
 Q5,2016,19498.0,Semi-Auto,50961.0,Diesel,205.0,47.1,2.0
 A1,2016,11698.0,Manual,24001.0,Petrol,30.0,55.4,1.4
 A3,2017,15998.0,Semi-Auto,24519.0,Diesel,150.0,70.6,1.6
 A6,2017,19940.0,Automatic,33856.0,Diesel,145.0,56.5,2.0
 A4,2016,13498.0,Manual,29333.0,Petrol,145.0,51.4,1.4
 A1,2013,9998.0,Semi-Auto,47565.0,Petrol,125.0,53.3,1.4
 Q5,2019,35995.0,Semi-Auto,4770.0,Diesel,145.0,38.2,2.0
 Q3,2019,36497.0,Automatic,1000.0,Diesel,145.0,47.1,2.0
 A6,2019,30864.0,Semi-Auto,1000.0,Diesel,145.0,47.9,2.0
 Q3,2015,14498.0,Manual,53124.0,Diesel,145.0,55.4,2.0
 Q2,2019,20498.0,Semi-Auto,5662.0,Diesel,145.0,47.9,1.6
 Q3,2015,16498.0,Semi-Auto,33845.0,Petrol,145.0,47.9,1.4
 Q3,2015,15498.0,Semi-Auto,39876.0,Petrol,200.0,42.8,2.0
 A1,2015,9998.0,Manual,49565.0,Petrol,30.0,55.4,1.4
 A1,2016,11798.0,Manual,13501.0,Petrol,0.0,67.3,1.0
 A4,2019,22288.0,Manual,5654.0,Petrol,145.0,39.2,2.0
 A6,2017,25000.0,Semi-Auto,22350.0,Diesel,145.0,54.3,2.0
 A5,2019,28990.0,Semi-Auto,3065.0,Petrol,145.0,39.8,2.0
 A4,2016,14998.0,Manual,30498.0,Diesel,0.0,74.3,2.0
 Q5,2019,31998.0,Semi-Auto,100.0,Petrol,145.0,33.2,2.0
 A6,2019,30861.0,Automatic,1000.0,Diesel,145.0,47.9,2.0
 Q2,2019,26508.0,Manual,15.0,Petrol,145.0,40.9,1.5
 A1,2019,26011.0,Semi-Auto,1000.0,Petrol,145.0,44.1,1.0
 Q2,2019,28062.0,Manual,1000.0,Petrol,145.0,43.5,1.5
 A6,2019,32098.0,Automatic,1000.0,Diesel,145.0,50.4,2.0
 A8,2018,39700.0,Automatic,7919.0,Diesel,145.0,50.4,3.0
 Q2,2018,18495.0,Manual,8539.0,Diesel,145.0,64.2,1.6
 A3,2018,20888.0,Manual,6940.0,Petrol,145.0,54.3,1.5
 A4,2019,22490.0,Manual,1342.0,Petrol,145.0,39.2,2.0
 A1,2016,12950.0,Manual,15734.0,Petrol,0.0,67.3,1.0
 A4,2019,41888.0,Semi-Auto,6536.0,Diesel,145.0,39.8,3.0
 Q5,2020,58990.0,Semi-Auto,2396.0,Diesel,145.0,32.5,3.0
 A6,2019,31288.0,Semi-Auto,2021.0,Diesel,145.0,47.9,2.0
 Q3,2020,37888.0,Semi-Auto,2553.0,Petrol,145.0,30.7,2.0
 Q3,2016,17498.0,Semi-Auto,32971.0,Diesel,145.0,51.4,2.0
 Q2,2017,18498.0,Manual,11133.0,Petrol,145.0,52.3,1.4
 A6,2016,17998.0,Manual,33182.0,Diesel,30.0,61.4,2.0
 A4,2016,16498.0,Manual,38231.0,Diesel,30.0,64.2,2.0
 A4,2017,18498.0,Manual,21540.0,Petrol,145.0,51.4,1.4
 Q3,2015,19498.0,Manual,14919.0,Diesel,160.0,49.6,2.0
 Q2,2019,22698.0,Manual,9525.0,Petrol,145.0,40.9,1.5
 A3,2017,17998.0,Semi-Auto,31317.0,Diesel,125.0,57.6,2.0
 Q2,2019,22495.0,Manual,1000.0,Diesel,145.0,49.6,1.6
 A4,2019,33245.0,Semi-Auto,2529.0,Diesel,150.0,47.9,2.0
 A4,2016,13998.0,Manual,38405.0,Diesel,0.0,74.3,2.0
 A6,2015,16998.0,Automatic,57916.0,Diesel,30.0,61.4,2.0
 A1,2015,11798.0,Manual,50730.0,Petrol,30.0,58.9,1.4
 A3,2017,14995.0,Manual,14488.0,Petrol,150.0,60.1,1.4
 Q2,2019,22995.0,Semi-Auto,3049.0,Petrol,150.0,43.5,1.5
 A6,2019,45995.0,Semi-Auto,7461.0,Diesel,150.0,37.7,3.0
 Q5,2017,33495.0,Semi-Auto,37492.0,Petrol,150.0,34.0,3.0
 A5,2018,19495.0,Semi-Auto,36715.0,Petrol,150.0,35.3,3.0
 TT,2017,18000.0,Manual,14999.0,Petrol,150.0,47.1,1.8
 A1,2018,15990.0,Semi-Auto,10247.0,Petrol,145.0,56.5,1.4
 TT,2016,17000.0,Manual,9360.0,Petrol,160.0,46.3,1.8
 Q3,2016,15496.0,Manual,22543.0,Diesel,30.0,61.4,2.0
 Q2,2019,23888.0,Manual,1886.0,Petrol,145.0,40.9,1.5
 A6,2016,20698.0,Semi-Auto,13986.0,Diesel,30.0,61.4,2.0
 Q3,2015,15998.0,Manual,43458.0,Diesel,145.0,52.3,2.0
 A3,2014,8698.0,Semi-Auto,87151.0,Diesel,30.0,62.8,2.0
 A3,2016,13698.0,Manual,21468.0,Petrol,20.0,60.1,1.0
 A3,2016,12498.0,Manual,29298.0,Petrol,20.0,60.1,1.0
 A3,2017,13698.0,Semi-Auto,15180.0,Diesel,20.0,72.4,1.6
 A3,2016,16998.0,Manual,23933.0,Diesel,20.0,65.7,2.0
 Q3,2019,32500.0,Automatic,4432.0,Petrol,145.0,31.4,2.0
 A4,2017,14495.0,Manual,15097.0,Petrol,150.0,53.3,1.4
 A1,2016,10995.0,Manual,44575.0,Petrol,30.0,55.4,1.4
 Q7,2019,40495.0,Semi-Auto,8391.0,Diesel,150.0,33.6,3.0
 A1,2016,11495.0,Manual,33397.0,Petrol,0.0,67.3,1.0
 A3,2016,13250.0,Manual,46860.0,Diesel,20.0,68.9,1.6
 A3,2019,22991.0,Semi-Auto,12472.0,Petrol,150.0,42.2,1.5
 A6,2016,18291.0,Semi-Auto,35665.0,Diesel,30.0,61.4,2.0
 A1,2017,12991.0,Manual,36009.0,Petrol,150.0,58.9,1.4
 Q2,2019,23496.0,Manual,2891.0,Petrol,145.0,43.5,1.0
 Q2,2019,21756.0,Manual,3486.0,Petrol,145.0,45.6,1.0
 A6,2019,32996.0,Automatic,7098.0,Diesel,145.0,39.8,3.0
 Q3,2020,33591.0,Semi-Auto,4455.0,Petrol,150.0,39.2,1.5
 Q2,2020,27591.0,Semi-Auto,4455.0,Diesel,150.0,44.8,2.0
 A3,2017,18991.0,Semi-Auto,9009.0,Petrol,30.0,56.5,1.4
 A5,2017,18998.0,Semi-Auto,28618.0,Diesel,30.0,67.3,2.0
 A5,2016,15698.0,Manual,51089.0,Diesel,125.0,58.9,2.0
 A3,2019,24990.0,Automatic,4444.0,Petrol,145.0,43.5,1.5
 A6,2019,32000.0,Automatic,4432.0,Diesel,145.0,47.9,2.0
 A1,2019,19751.0,Manual,5432.0,Petrol,145.0,47.9,1.0
 A4,2019,27444.0,Automatic,5432.0,Diesel,145.0,47.1,2.0
 A4,2019,35888.0,Automatic,5432.0,Petrol,145.0,36.2,2.0
 A3,2019,21996.0,Manual,2578.0,Diesel,145.0,51.4,1.6
 A1,2019,19990.0,Manual,5432.0,Petrol,145.0,47.9,1.0
 TT,2019,30766.0,Semi-Auto,5154.0,Petrol,145.0,37.2,2.0
 Q2,2019,23896.0,Semi-Auto,8654.0,Petrol,145.0,40.9,1.5
 A5,2017,20996.0,Semi-Auto,22877.0,Petrol,145.0,47.9,2.0
 Q2,2020,34251.0,Semi-Auto,4433.0,Petrol,150.0,32.5,2.0
 Q3,2020,31990.0,Semi-Auto,4432.0,Petrol,150.0,40.4,1.5
 A1,2020,25888.0,Semi-Auto,5432.0,Petrol,150.0,44.8,1.5
 A1,2016,11295.0,Manual,37925.0,Petrol,0.0,67.3,1.0
 A1,2016,12495.0,Manual,20645.0,Petrol,30.0,56.5,1.4
 Q5,2017,32995.0,Semi-Auto,32821.0,Diesel,235.0,42.2,3.0
